16.0460599758,48.057112876
16.0460599758,49.2514015884
16.0460599758,50.3262614296
16.0460599758,51.2936352866
16.0460599758,52.164271758
16.0460599758,52.9478445822
16.0460599758,53.653060124
16.0460599758,54.2877541116
16.0460599758,54.8589787004
16.0460599758,55.3730808304
16.0460599758,55.8357727473
16.0460599758,56.2521954726
16.0460599758,56.6269759253
16.0460599758,56.9642783328
16.0460599758,57.2678504995
16.0460599758,57.5410654496
16.0460599758,57.7869589046
16.0460599758,58.0082630141
16.0460599758,58.2074367127
16.0460599758,58.3866930415
16.0460599758,58.5480237373
16.0460599758,58.6932213636
16.0460599758,58.8238992272
16.0460599758,58.9415093045
16.0460599758,59.0473583741
16.0460599758,59.1426225366
16.0460599758,59.228360283
16.0460599758,59.3055242547
16.0460599758,59.3749718292
16.0460599758,59.4374746463
16.0460599758,59.4937271817
16.0460599758,59.5443544635
16.0460599758,59.5899190171
16.0460599758,59.6309271154
16.0460599758,59.6678344039
16.0460599758,59.7010509635
16.0460599758,59.7309458672
16.0460599758,59.7578512804
16.0460599758,59.7820661524
16.0460599758,59.8038595372
16.0460599758,59.8234735834
16.0460599758,59.8411262251
16.0460599758,59.8570136026
16.0460599758,59.8713122423
16.0460599758,59.8841810181
16.0460599758,59.8957629163
16.0460599758,59.9061866247
16.0460599758,59.9155679622
16.0460599758,59.924011166
16.0460599758,59.9316100494
16.0460599758,59.9384490444
16.0460599758,59.94460414
16.0460599758,59.950143726
16.0460599758,59.9551293534
16.0460599758,59.9596164181
16.0460599758,59.9636547762
16.0460599758,59.9672892986
16.0460599758,59.9705603688
16.0460599758,59.9735043319
16.0460599758,59.9761538987
16.0460599758,59.9785385088
16.0460599758,59.9806846579
16.0460599758,59.9826161922
16.0460599758,59.9843545729
16.0460599758,59.9859191156
16.0460599758,59.9873272041
16.0460599758,59.9885944837
16.0460599758,59.9897350353
16.0460599758,59.9907615318
16.0460599758,59.9916853786
16.0460599758,59.9925168407
16.0460599758,59.9932651567
16.0460599758,59.993938641
16.0460599758,59.9945447769
16.0460599758,59.9950902992
16.0460599758,59.9955812693
16.0460599758,59.9960231424
16.0460599758,59.9964208281
16.0460599758,59.9967787453
16.0460599758,59.9971008708
16.0460599758,59.9973907837
16.0460599758,59.9976517053
16.0460599758,59.9978865348
16.0460599758,59.9980978813
16.0460599758,59.9982880932
16.0460599758,59.9984592839
16.0460599758,59.9986133555
16.0460599758,59.9987520199
16.0460599758,59.9988768179
16.0460599758,59.9989891361
16.0460599758,59.9990902225
16.0460599758,59.9991812003
16.0460599758,59.9992630803
16.0460599758,59.9993367722
16.0460599758,59.999403095
16.0460599758,59.9994627855
16.0460599758,59.999516507
16.0460599758,59.9995648563
16.0460599758,59.9996083706
16.0460599758,59.9996475336
16.0460599758,59.9996827802
16.0460599758,59.9997145022
16.0460599758,59.999743052
16.0460599758,59.9997687468
16.0460599758,59.9997918721
16.0460599758,59.9998126849
16.0460599758,59.9998314164
16.0460599758,59.9998482748
16.0460599758,59.9998634473
16.0460599758,59.9998771026
16.0460599758,59.9998893923
16.0460599758,59.9999004531
16.0460599758,59.9999104078
16.0460599758,59.999919367
16.0460599758,59.9999274303
16.0460599758,59.9999346873
16.0460599758,59.9999412185
16.0460599758,59.9999470967
16.0460599758,59.999952387
16.0460599758,59.9978865348
16.0460599758,59.9980978813
16.0460599758,59.9982880932
16.0460599758,59.9984592839
16.0460599758,59.9986133555
16.0460599758,59.9987520199
16.0460599758,59.9988768179
16.0460599758,59.9989891361
16.0460599758,59.9990902225
16.0460599758,59.9991812003
16.0460599758,59.9992630803
16.0460599758,59.9993367722
16.0460599758,59.999403095
16.0460599758,59.9994627855
16.0460599758,59.999516507
16.0460599758,59.9995648563
16.0460599758,59.9996083706
16.0460599758,59.9996475336
16.0460599758,59.9996827802
16.0460599758,59.9997145022
16.0460599758,59.999743052
16.0460599758,59.9997687468
16.0460599758,59.9997918721
16.0460599758,59.9998126849
16.0460599758,59.9998314164
16.0460599758,59.9998482748
16.0460599758,59.9998634473
16.0460599758,59.9998771026
16.0460599758,59.9998893923
16.0460599758,59.9999004531
16.0460599758,59.9999104078
16.0460599758,59.999919367
16.0460599758,59.9999274303
16.0460599758,59.9999346873
16.0460599758,59.9999412185
16.0460599758,59.9999470967
16.0460599758,59.999952387
