1,1,1,1
1.009785411,1.00884183,1.010421695,1.014979453
1.02010664,1.018201969,1.020479765,1.029822931
1.031159692,1.028274422,1.030068814,1.044498643
1.043045875,1.042481664,1.039122662,1.058935421
1.055628187,1.057450697,1.047711436,1.073197104
1.068570671,1.072849418,1.056037463,1.087311401
1.081401747,1.088206216,1.064386331,1.101324548
1.093777194,1.103173627,1.072969427,1.11528322
1.105580339,1.118089825,1.08182686,1.129075285
1.116895873,1.13259235,1.090908951,1.14285744
1.127828038,1.146783827,1.100223554,1.156754666
1.138561896,1.160850399,1.109755455,1.170924098
1.149237208,1.174933929,1.119473414,1.185465178
1.159862178,1.184779712,1.129412311,1.198837883
1.170393915,1.19451347,1.139531165,1.212509076
1.180865275,1.204168995,1.14962593,1.226310593
1.19131017,1.213781042,1.159425335,1.240004762
1.201753339,1.223374903,1.168734477,1.253417731
1.21221282,1.228581119,1.177465591,1.262930201
1.222689615,1.233759094,1.185666556,1.272082025
1.233168122,1.238893523,1.193446553,1.280929686
1.243621338,1.243957965,1.200980963,1.289571903
1.254027635,1.24893179,1.208397761,1.298080283
1.2643831,1.253562444,1.215720958,1.305391976
1.274689275,1.258102845,1.222905538,1.312509541
1.284935368,1.262543597,1.229929814,1.319421266
1.295109243,1.266874161,1.236753159,1.326106701
1.305200401,1.271085776,1.243345881,1.332551316
1.315202917,1.274340014,1.249706376,1.3391658
1.325111971,1.277471353,1.255847914,1.34556568
1.334919931,1.280474323,1.261771931,1.351755201
1.344619186,1.283343578,1.267481909,1.357741286
1.354203943,1.28607561,1.272979721,1.363528158
1.363669959,1.289113323,1.278266921,1.367966917
1.373016146,1.292010482,1.283340352,1.372214361
1.382244366,1.294770751,1.28819189,1.376263419
1.39135865,1.297399751,1.292810797,1.380104755
1.400362412,1.299902429,1.297190319,1.383731761
1.40925594,1.3062036,1.301330196,1.385436052
1.41803924,1.312383957,1.305236188,1.386932267
1.426715462,1.318446949,1.308915522,1.388222002
1.43528853,1.324396723,1.312378384,1.389307742
1.44376182,1.330236893,1.315634491,1.390192191
1.452139276,1.336992775,1.318689299,1.389825103
1.460422642,1.343652373,1.321548712,1.38925742
1.468610715,1.35021479,1.324223849,1.388494327
1.476700946,1.356677893,1.326727441,1.387541658
1.484693101,1.363041679,1.32907104,1.386405121
1.492585493,1.370365068,1.331259336,1.386854871
1.500383781,1.377602882,1.333298682,1.387090511
1.507794977,1.384482959,1.335127628,1.38712051
1.514842965,1.391027122,1.33677252,1.386971719
1.521543775,1.397249993,1.338253198,1.386666989
